time_code,value
20190524 19:29,21.27
20190524 19:48,29.54
20190524 20:08,16.26
20190524 20:28,10.08
20190524 20:48,11.88
20190524 21:08,11.46
20190524 21:28,4.08
20190524 21:48,1.67
20190524 22:08,1.05
20190524 22:48,42.76
20190524 23:28,2.82
20190525 01:29,0.2
20190525 03:08,35.98
20190525 05:28,1.98
20190525 05:48,1.29
20190525 06:48,0.6
20190525 07:28,1.65
20190525 07:48,1.8
20190525 08:08,3.42
20190525 08:48,4.86
20190525 09:08,11.19
20190525 09:28,12.75
20190525 09:48,23.04
20190525 10:08,25.92
20190525 10:28,39.84
20190525 10:48,31.68
20190525 11:08,53.54
20190525 11:28,46.8
20190525 11:48,50.89
20190525 12:08,33.27
20190525 12:28,55.6
20190525 12:48,45.54
20190525 13:08,32.99
20190525 13:29,38.81
20190525 13:48,36.76
20190525 14:08,52.05
20190525 14:28,46.89
20190525 14:48,72.95
20190525 15:08,66.76
20190525 15:28,46.59
20190525 15:48,37.87
20190525 16:08,44.5
20190525 16:28,33.68
20190525 16:48,41.47
20190525 17:08,32.37
20190525 17:28,42.75
20190525 17:48,18.9
20190525 18:08,9.87
20190525 18:28,4.8
20190525 18:48,10.38
20190525 19:08,11.85
20190525 19:29,16.63
20190525 19:48,23.91
20190525 20:08,18.17
20190525 20:28,20.13
20190525 20:48,14.68
20190525 21:08,21.87
20190525 21:29,14.82
20190525 21:48,11.16
20190525 22:08,26.37
20190525 22:28,70.12
20190525 22:48,53.28
20190525 23:08,39.63
20190526 00:08,40.17
20190526 01:48,6.84
20190526 02:08,9.98
20190526 07:28,2.49
20190526 07:48,12.61
20190526 08:08,17.67
20190526 08:28,16.89
20190526 08:48,12.87
20190526 09:08,22.47
20190526 09:28,28.98
20190526 09:48,22.02
20190526 10:08,29.89
20190526 10:28,28.47
20190526 10:48,24.57
20190526 11:08,38.04
20190526 11:28,39.48
20190526 11:48,22.99
20190526 12:08,27.33
20190526 12:28,36.42
20190526 12:48,40.95
20190526 13:08,38.67
20190526 13:28,38.55
20190526 13:48,40.68
20190526 14:08,45.39
20190526 14:28,46.35
20190526 14:48,51.57
20190526 15:08,50.55
20190526 15:28,53.55
20190526 15:48,15.45
20190526 16:08,27.42
20190526 16:28,31.23
20190526 16:48,48.03
20190526 17:08,41.63
20190526 17:28,55.32
20190526 17:48,28.26
20190526 18:28,14.25
20190526 18:48,9.99
20190526 19:08,12.65
20190526 19:28,11.46
20190526 19:48,24.24
20190526 20:08,21.03
20190526 20:28,24.1
20190526 20:48,12.63
20190526 21:08,9.8
20190526 21:28,4.09
20190526 21:48,10.53
20190526 22:08,10.31
20190526 23:28,1.77
20190526 23:48,2.22
20190527 03:48,4.98
20190527 04:28,1.35
20190527 04:48,1.41
20190527 05:08,2.52
20190527 05:28,4.41
20190527 05:48,4.17
20190527 06:08,7.03
20190527 06:28,22.65
20190527 06:48,16.84
20190527 07:08,26.7
20190527 07:28,27.77
20190527 07:48,108.56
20190527 08:08,88.41
20190527 08:28,102.82
20190527 08:48,148.59
20190527 09:08,145.29
20190527 09:28,135.55
20190527 09:48,149.01
20190527 10:08,157.99
20190527 10:28,136.65
20190527 10:48,147.66
20190527 11:08,122.4
20190527 11:28,141.6
20190527 11:48,133.72
20190527 12:08,129.55
20190527 12:28,116.4
20190527 12:48,124.31
20190527 13:08,118.21
20190527 13:29,122.4
20190527 13:48,134.46
20190527 14:08,118.34
20190527 14:28,138.26
20190527 14:48,137.33
20190527 15:08,146.61
20190527 15:28,140.48
20190527 15:48,148.17
20190527 16:08,165.01
20190527 16:28,184.65
20190527 16:48,197.61
20190527 17:08,187.04
20190527 17:28,180.49
20190527 17:48,177.39
20190527 18:08,148.87
20190527 18:28,152.15
20190527 18:48,123.52
20190527 19:08,71.76
20190527 19:28,72.2
20190527 19:48,82.39
20190527 20:08,68.55
20190527 20:28,53.77
20190527 20:48,44.88
20190527 21:08,31.61
20190527 21:28,28.05
20190527 21:48,11.73
20190527 22:08,24.33
20190527 22:28,29.98
20190527 22:48,11.15
20190528 00:08,35.64
20190528 05:08,0.63
20190528 06:08,0.57
20190528 06:28,13.5
20190528 06:48,17.1
20190528 07:08,12.81
20190528 07:28,17.31
20190528 07:48,31.64
20190528 08:08,66.99
20190528 08:28,76.38
20190528 08:48,92.07
20190528 09:08,98.06
20190528 09:28,104.46
20190528 09:48,101.61
20190528 10:08,89.81
20190528 10:28,97.38
20190528 10:48,97.06
20190528 11:08,94.05
20190528 11:28,97.25
20190528 11:48,97.09
20190528 12:08,95.76
20190528 12:28,86.4
20190528 12:48,86.22
20190528 13:08,83.91
20190528 13:28,102.72
20190528 13:48,93.09
20190528 14:08,105.46
20190528 14:28,113.1
20190528 14:48,120.78
20190528 15:08,85.95
20190528 15:28,110.87
20190528 15:48,106.69
20190528 16:08,110.7
20190528 16:29,111.68
20190528 16:48,116.24
20190528 17:08,135.02
20190528 17:29,125.14
20190528 17:49,115.73
20190528 18:08,70.92
20190528 18:29,25.67
20190528 18:48,34.94
20190528 19:08,21.33
20190528 19:28,13.56
20190528 19:48,42.64
20190528 20:08,18.08
20190528 20:28,13.5
20190528 20:48,14.79
20190528 21:08,23.3
20190528 21:28,31.88
20190528 21:48,29.16
20190528 22:08,10.85
20190528 22:28,18.25
20190528 22:48,20.22
20190528 23:08,1.59
20190528 23:28,4.32
20190528 23:48,1.08
20190529 00:28,0.57
20190529 01:08,1.17
20190529 06:08,1.17
20190529 06:28,4.35
20190529 06:48,7.47
20190529 07:08,11.04
20190529 07:28,52.2
20190529 07:48,52.91
20190529 08:08,97.8
20190529 08:28,112.17
20190529 08:48,109.56
20190529 09:08,119.46
20190529 09:28,104.86
20190529 09:48,128.55
20190529 10:08,135.72
20190529 10:28,103.28
20190529 10:48,110.96
20190529 11:08,110.02
20190529 11:28,139.92
20190529 11:48,144.18
20190529 12:08,108.95
20190529 12:28,75.93
20190529 12:48,79.11
20190529 13:08,98.12
20190529 13:28,102.63
20190529 13:49,97.2
20190529 14:08,94.04
20190529 14:28,94.65
20190529 14:48,85.09
20190529 15:08,92.67
20190529 15:28,119.41
20190529 15:48,114.15
20190529 16:08,118.47
20190529 16:28,126.39
20190529 16:48,130.03
20190529 17:08,147.43
20190529 17:28,143.79
20190529 17:48,114.51
20190529 18:08,118.2
20190529 18:28,76.7
20190529 18:48,91.12
20190529 19:08,84.46
20190529 19:29,67.33
20190529 19:49,66.8
20190529 20:08,84.8
20190529 20:29,108.66
20190529 20:48,109.25
20190529 21:08,108.18
20190529 21:28,105.22
20190529 21:48,116.43
20190529 22:08,99.54
20190529 22:28,94.31
20190529 22:48,109.01
20190529 23:08,99.75
20190529 23:28,75.75
20190529 23:48,64.08
20190530 00:08,15.21
20190530 02:08,0.19
20190530 05:48,4.17
20190530 06:28,16.56
20190530 06:48,28.92
20190530 07:08,5.69
20190530 07:28,6.69
20190530 07:48,2.55
20190530 08:08,1.68
20190530 08:28,4.98
20190530 08:48,4.02
20190530 09:08,6.33
20190530 09:28,7.46
20190530 09:48,19.17
20190530 10:08,9.45
20190530 10:28,12.12
20190530 10:48,23.06
20190530 11:08,22.11
20190530 11:28,34.02
20190530 11:48,39.63
20190530 12:08,42.0
20190530 12:28,43.15
20190530 12:48,32.43
20190530 13:08,35.13
20190530 13:28,37.57
20190530 13:49,36.35
20190530 14:09,44.31
20190530 14:29,45.63
20190530 14:48,52.73
20190530 15:08,48.48
20190530 15:28,45.43
20190530 15:48,36.02
20190530 16:09,39.41
20190530 16:28,50.07
20190530 16:48,46.82
20190530 17:08,47.12
20190530 17:28,31.14
20190530 17:48,23.85
20190530 18:08,8.16
20190530 18:28,11.82
20190530 18:48,4.26
20190530 19:08,4.98
20190530 19:48,8.63
20190530 20:08,9.24
20190530 20:28,9.27
20190530 20:48,15.36
20190530 21:08,4.03
20190530 21:28,3.49
20190530 21:48,8.6
20190530 22:08,5.38
20190530 22:28,13.69
20190530 22:48,7.95
20190530 23:08,6.87
20190530 23:28,1.14
20190530 23:48,4.23
20190531 01:08,0.57
20190531 05:48,1.2
20190531 06:28,28.76
20190531 06:48,33.43
20190531 07:08,42.23
20190531 07:28,52.73
20190531 07:48,72.69
20190531 08:08,51.42
20190531 08:28,63.79
20190531 08:48,67.8
20190531 09:08,52.22
20190531 09:28,42.93
20190531 09:48,40.08
20190531 10:08,22.02
20190531 10:28,50.52
20190531 10:48,42.63
20190531 11:08,50.34
20190531 11:28,52.98
20190531 11:48,52.56
20190531 12:08,66.99
20190531 12:28,44.04
20190531 12:48,39.36
20190531 13:08,42.38
20190531 13:28,38.14
20190531 13:49,35.44
20190531 14:08,45.93
20190531 14:28,57.54
20190531 14:48,35.11
20190531 15:08,54.69
20190531 15:28,48.21
20190531 15:48,38.85
20190531 16:08,55.79
20190531 16:28,86.77
20190531 16:48,78.36
20190531 17:08,56.83
20190531 17:28,52.76
20190531 17:48,63.59
20190531 18:08,25.64
20190531 18:28,14.34
20190531 18:48,15.48
20190531 19:08,11.85
20190531 19:28,16.53
20190531 19:48,13.53
20190531 20:08,16.89
20190531 20:28,16.56
20190531 20:48,10.26
20190531 21:08,24.57
20190531 21:28,18.12
20190531 21:48,13.08
20190531 22:08,12.0
20190531 22:28,13.14
20190531 22:48,15.21
20190531 23:08,4.38
20190531 23:28,1.74
20190601 00:08,1.11
20190601 03:08,3.12
20190601 06:08,13.53
20190601 06:28,28.45
20190601 06:48,29.94
20190601 07:08,13.68
20190601 07:48,2.25
20190601 08:48,12.78
20190601 09:08,5.85
20190601 09:28,7.57
20190601 09:48,15.48
20190601 10:08,13.05
20190601 10:28,7.16
20190601 10:48,10.47
20190601 11:08,13.41
20190601 11:28,21.06
20190601 11:48,19.89
20190601 12:08,21.78
20190601 12:28,5.81
20190601 12:48,12.72
20190601 13:08,8.32
20190601 13:28,16.62
20190601 13:49,23.49
20190601 14:08,25.66
20190601 14:28,17.4
20190601 14:48,19.92
20190601 15:08,23.33
20190601 15:28,21.74
20190601 15:48,13.59
20190601 16:08,20.79
20190601 16:28,15.87
20190601 16:48,17.94
20190601 17:08,16.29
20190601 17:28,8.36
20190601 17:48,17.74
20190601 18:08,1.95
20190601 18:28,0.48
20190601 18:48,1.95
20190601 19:08,5.85
20190601 19:29,9.03
20190601 19:48,15.78
20190601 20:08,8.76
20190601 20:29,16.11
20190601 20:48,18.3
20190601 21:08,12.36
20190601 21:28,12.51
20190601 21:48,12.78
20190601 22:08,8.28
20190601 22:28,0.54
20190601 22:48,3.93
20190601 23:08,7.14
20190601 23:28,7.74
20190601 23:48,3.8
20190602 00:48,0.19
20190602 02:48,0.6
20190602 04:48,1.2
20190602 06:28,12.24
20190602 07:48,2.34
20190602 09:28,1.62
20190602 10:08,0.17
20190602 10:28,0.54
20190602 10:48,2.13
20190602 11:08,3.63
20190602 11:28,5.7
20190602 11:49,3.75
20190602 12:08,3.0
20190602 12:28,2.75
20190602 12:48,2.72
20190602 13:08,2.88
20190602 13:49,4.05
20190602 14:08,10.62
20190602 14:28,11.28
20190602 14:48,10.81
20190602 15:08,3.36
20190602 15:28,2.13
20190602 15:48,4.29
20190602 16:08,3.78
20190602 16:28,13.98
20190602 16:48,10.23
20190602 17:48,4.64
20190602 18:08,3.39
20190602 18:48,5.04
20190602 19:28,0.99
20190602 20:29,2.67
20190602 20:49,7.89
20190602 21:08,7.02
20190602 21:28,2.46
20190602 22:08,2.94
20190602 22:29,1.41
20190602 23:29,0.51
20190602 23:49,5.04
20190603 00:09,0.54
20190603 06:48,4.02
20190603 08:08,1.23
20190603 09:08,4.23
20190603 10:08,0.18
20190603 10:48,2.13
20190603 11:08,1.12
20190603 12:08,3.83
20190603 12:28,1.08
20190603 12:49,3.45
20190603 13:08,1.7
20190603 13:29,1.22
20190603 14:09,10.98
20190603 14:29,10.03
20190603 14:49,3.48
20190603 15:09,8.11
20190603 15:29,7.73
20190603 15:49,2.99
20190603 16:09,5.94
20190603 16:29,2.52
20190603 16:49,4.85
20190603 17:09,4.83
20190603 17:29,11.7
20190603 17:49,4.54
20190603 18:29,2.1
20190603 18:49,2.82
20190603 19:09,3.27
20190603 19:29,0.99
20190603 20:29,0.51
20190603 20:49,1.08
20190603 21:09,1.7
20190603 21:29,5.31
20190603 21:49,4.22
20190603 22:09,10.86
20190603 22:29,7.94
20190603 22:49,1.9
20190604 05:29,0.6
20190604 06:28,4.38
20190604 07:08,1.65
20190604 07:49,2.76
20190604 08:29,1.11
20190604 10:08,1.22
20190604 10:48,1.68
20190604 11:28,0.51
20190604 12:08,0.72
20190604 12:49,0.51
20190604 13:08,0.19
20190604 14:29,1.6
20190604 14:49,2.07
20190604 15:29,4.23
20190604 16:09,3.81
20190604 16:29,12.96
20190604 16:49,6.75
20190604 19:10,2.49
20190604 19:50,2.1
20190604 20:10,9.87
20190604 20:30,13.24
20190604 20:50,13.03
20190604 21:09,15.09
20190604 21:30,25.32
20190604 21:50,24.89
20190604 22:10,23.1
20190604 22:30,11.8
20190604 22:50,14.37
20190604 23:10,8.5
20190604 23:30,4.14
20190604 23:50,1.44
20190605 00:10,1.14
20190605 00:30,2.22
20190605 01:50,0.6
20190605 02:10,2.94
20190605 05:49,1.86
20190605 07:29,1.17
20190605 08:29,2.47
20190605 08:49,0.8
20190605 09:09,1.17
20190605 09:29,4.35
20190605 09:49,15.54
20190605 10:08,27.0
20190605 10:29,45.97
20190605 10:49,42.6
20190605 11:09,48.29
20190605 11:30,56.69
20190605 11:50,54.92
20190605 12:10,44.34
20190605 12:30,49.26
20190605 12:50,33.33
20190605 13:10,53.97
20190605 13:30,45.9
20190605 13:50,34.53
20190605 14:10,57.24
20190605 14:50,45.9
20190605 15:10,26.97
20190605 15:30,36.09
20190605 15:50,9.28
20190605 16:10,14.67
20190605 16:30,23.61
20190605 16:50,24.48
20190605 17:10,21.72
20190605 17:30,21.24
20190605 17:50,36.67
20190605 18:10,12.48
20190605 18:30,7.83
20190605 18:50,7.71
20190605 19:50,5.04
20190605 20:50,7.46
20190605 21:30,9.3
20190605 22:30,8.7
20190605 22:50,1.2
20190606 00:50,1.17
20190606 01:10,0.18
20190606 01:50,0.6
20190606 02:09,0.54
20190606 07:49,0.19
20190606 09:09,3.24
20190606 09:29,19.53
20190606 09:49,24.21
20190606 10:09,58.89
20190606 10:29,63.06
20190606 10:49,36.83
20190606 11:09,60.96
20190606 11:30,68.07
20190606 11:49,47.31
20190606 12:09,61.56
20190606 12:30,48.06
20190606 12:50,23.76
20190606 13:10,18.42
20190606 13:30,6.51
20190606 13:50,6.15
20190606 14:10,12.06
20190606 14:30,7.89
20190606 14:50,9.99
20190606 15:10,9.87
20190606 15:30,16.81
20190606 15:50,14.43
20190606 16:10,15.51
20190606 16:30,9.06
20190606 16:50,15.57
20190606 17:10,15.03
20190606 17:30,4.26
20190606 17:50,15.54
20190606 18:10,12.36
20190606 18:30,11.67
20190606 18:50,9.6
20190606 19:10,10.93
20190606 19:30,4.79
20190606 19:50,11.34
20190606 20:10,7.65
20190606 20:30,11.31
20190606 20:50,9.72
20190606 21:10,11.58
20190606 21:30,3.77
20190606 21:50,6.87
20190606 22:10,11.01
20190606 22:30,3.36
20190606 23:50,0.18
20190607 00:30,0.19
20190607 06:29,0.66
20190607 09:09,2.41
20190607 09:29,1.86
20190607 10:09,0.54
20190607 11:09,1.11
20190607 14:10,5.25
20190607 14:30,9.68
20190607 14:50,11.22
20190607 15:09,6.6
20190607 15:30,4.8
20190607 15:50,7.08
20190607 16:50,8.28
20190607 17:10,3.24
20190607 17:30,7.35
20190607 17:50,2.67
20190607 18:10,6.51
20190607 18:30,1.98
20190607 19:10,10.26
20190607 19:30,15.54
20190607 19:50,6.24
20190607 20:10,1.24
20190607 20:30,6.45
20190607 20:50,6.14
20190607 21:10,2.16
20190607 21:30,3.06
20190607 21:50,9.87
20190607 22:10,6.57
20190607 22:30,4.23
20190608 02:10,0.19
20190608 07:50,0.2
20190608 08:50,1.2
20190608 09:10,0.19
20190608 09:30,5.31
20190608 10:50,0.51
20190608 11:10,2.19
20190608 11:30,1.56
20190608 11:50,2.46
20190608 12:10,6.26
20190608 12:30,1.05
20190608 13:10,5.58
20190608 13:30,6.24
20190608 14:10,8.73
20190608 14:30,6.57
20190608 15:10,13.38
20190608 15:30,5.92
20190608 15:50,6.86
20190608 16:10,6.81
20190608 16:30,12.15
20190608 16:50,16.86
20190608 17:10,5.87
20190608 17:30,10.68
20190608 17:50,20.52
20190608 18:10,6.58
20190608 18:30,7.08
20190608 18:50,15.24
20190608 19:10,5.61
20190608 19:30,11.34
20190608 19:50,18.03
20190608 20:09,9.3
20190608 20:29,17.71
20190608 20:49,16.92
20190608 21:09,6.72
20190608 21:30,8.82
20190608 21:50,3.96
20190608 22:10,14.88
20190608 22:30,5.81
20190608 22:50,3.18
20190608 23:50,0.6
20190609 00:50,0.63
20190609 06:10,0.2
20190609 07:10,0.6
20190609 11:10,9.99
20190609 12:30,0.54
20190609 12:50,1.47
20190609 13:10,11.79
20190609 13:30,8.76
20190609 14:10,13.83
20190609 14:30,14.47
20190609 15:10,4.98
20190609 15:30,1.59
20190609 16:10,4.14
20190609 16:30,9.87
20190609 17:30,2.85
20190609 18:10,1.22
20190609 18:30,4.26
20190609 18:50,5.74
20190609 19:10,5.58
20190609 19:30,8.27
20190609 19:50,0.96
20190609 20:50,0.16
20190609 21:10,2.61
20190609 21:50,1.59
20190609 22:10,0.76
20190610 06:30,0.51
20190610 06:50,2.61
20190610 07:10,4.59
20190610 07:30,6.12
20190610 07:50,8.48
20190610 08:30,10.95
20190610 08:50,7.22
20190610 09:10,11.79
20190610 09:30,0.93
20190610 09:50,3.1
20190610 10:10,0.48
20190610 10:30,7.75
20190610 10:50,7.83
20190610 11:10,2.37
20190610 11:30,6.75
20190610 11:50,6.4
20190610 12:10,5.03
20190610 12:30,7.92
20190610 12:50,8.0
20190610 13:10,0.51
20190610 13:30,5.82
20190610 13:50,6.27
20190610 14:10,5.97
20190610 14:30,3.48
20190610 14:50,9.6
20190610 15:10,3.24
20190610 15:30,4.82
20190610 15:50,3.33
20190610 16:30,11.97
20190610 16:50,20.04
20190610 17:30,13.0
20190610 17:50,21.85
20190610 18:10,25.83
20190610 18:30,29.26
20190610 18:50,11.28
20190610 19:10,18.76
20190610 19:50,3.39
20190610 20:10,2.88
20190610 20:50,0.72
20190610 21:30,1.59
20190611 00:10,0.19
20190611 05:50,1.23
20190611 06:50,4.44
20190611 07:10,3.84
20190611 07:30,7.99
20190611 07:50,16.89
20190611 08:10,18.75
20190611 08:30,10.54
20190611 09:10,5.16
20190611 09:30,2.78
20190611 09:50,17.31
20190611 10:10,10.12
20190611 10:50,19.38
20190611 11:10,22.24
20190611 11:30,26.31
20190611 11:50,26.61
20190611 12:10,7.74
20190611 12:30,4.98
20190611 12:50,3.72
20190611 13:10,1.47
20190611 13:30,8.91
20190611 13:50,3.93
20190611 14:10,6.66
20190611 14:30,4.8
20190611 14:50,7.59
20190611 15:30,3.71
20190611 15:50,5.35
20190611 16:10,2.79
20190611 16:30,16.92
20190611 16:50,15.6
20190611 17:10,3.84
20190611 17:30,13.47
20190611 17:50,16.85
20190611 18:10,33.47
20190611 18:30,41.06
20190611 18:50,14.85
20190611 19:10,21.56
20190611 19:30,8.44
20190611 21:10,0.76
20190611 22:50,0.51
20190611 23:50,0.54
20190612 00:10,0.18
20190612 00:30,0.19
20190612 06:30,1.08
20190612 06:50,3.69
20190612 07:10,2.72
20190612 07:30,18.93
20190612 07:50,30.63
20190612 08:10,30.89
20190612 08:30,22.68
20190612 08:50,10.23
20190612 09:10,12.96
20190612 09:30,14.91
20190612 09:50,10.32
20190612 10:10,13.68
20190612 10:30,27.78
20190612 10:50,8.91
20190612 11:10,9.33
20190612 11:30,30.45
20190612 11:50,13.5
20190612 12:10,9.39
20190612 12:30,20.19
20190612 12:50,4.62
20190612 13:10,4.71
20190612 13:30,4.49
20190612 13:50,12.39
20190612 14:10,11.31
20190612 14:30,9.2
20190612 14:50,16.02
20190612 15:10,7.92
20190612 15:30,17.22
20190612 16:10,6.57
20190612 16:30,23.82
20190612 16:50,22.68
20190612 17:10,19.55
20190612 17:30,18.14
20190612 17:50,33.18
20190612 18:10,19.44
20190612 18:30,21.63
20190612 18:50,20.91
20190612 19:10,16.32
20190612 19:30,16.53
20190612 19:50,3.9
20190612 20:10,5.63
20190612 20:30,1.02
20190612 20:50,4.14
20190612 22:50,0.54
20190612 23:30,0.54
20190612 23:50,0.19
20190613 04:10,0.2
20190613 05:10,0.8
20190613 06:30,3.27
20190613 06:50,4.64
20190613 07:10,12.36
20190613 07:30,42.42
20190613 07:50,25.31
20190613 08:10,20.46
20190613 08:30,21.36
20190613 08:50,40.74
20190613 09:10,15.15
20190613 09:30,17.85
20190613 09:50,13.23
20190613 10:10,16.29
20190613 10:30,21.17
20190613 11:07,38.38
20190613 11:28,26.28
20190613 11:48,29.04
20190613 12:09,33.14
20190613 12:29,9.06
20190613 12:49,17.85
20190613 13:09,11.79
20190613 13:29,13.59
20190613 13:50,14.25
20190613 14:10,13.05
20190613 14:30,15.03
20190613 14:50,14.13
20190613 15:10,14.39
20190613 15:30,9.23
20190613 15:50,9.54
20190613 16:10,9.69
20190613 16:30,4.53
20190613 16:50,14.13
20190613 17:10,11.96
20190613 17:30,24.2
20190613 17:50,32.08
20190613 18:10,44.49
20190613 18:30,25.83
20190613 18:50,29.45
20190613 19:10,39.24
20190613 19:30,17.47
20190613 19:50,5.41
20190613 20:10,3.48
20190613 20:30,1.93
20190613 20:50,4.93
20190613 21:30,3.43
20190614 00:50,0.2
20190614 06:10,1.86
20190614 06:30,0.54
20190614 06:50,12.36
20190614 07:10,16.74
20190614 07:30,28.11
20190614 07:50,44.1
20190614 08:10,76.93
20190614 08:30,96.72
20190614 08:50,111.94
20190614 09:10,81.37
20190614 09:30,87.3
20190614 09:50,82.29
20190614 10:10,62.1
20190614 10:30,41.49
20190614 10:50,54.19
20190614 11:10,35.38
20190614 11:30,36.36
20190614 11:50,11.19
20190614 12:10,8.58
20190614 12:30,6.42
20190614 12:50,4.47
20190614 13:10,10.09
20190614 13:30,16.16
20190614 13:50,23.79
20190614 14:10,21.33
20190614 14:30,24.14
20190614 14:50,29.88
20190614 15:10,18.73
20190614 15:30,15.23
20190614 15:50,13.8
20190614 16:10,14.42
20190614 16:30,12.08
20190614 16:50,20.01
20190614 17:10,45.2
20190614 17:30,46.89
20190614 17:50,73.56
20190614 18:10,66.48
20190614 18:30,68.55
20190614 18:50,52.7
20190614 19:10,36.23
20190614 19:31,35.6
20190614 19:50,38.48
20190614 20:10,30.78
20190614 20:31,17.32
20190614 20:51,2.08
20190614 22:10,8.73
20190614 22:30,35.07
20190614 22:50,48.87
20190615 07:50,0.68
20190615 08:50,7.83
20190615 09:10,12.51
20190615 09:30,7.56
20190615 09:50,10.74
20190615 10:50,11.37
20190615 11:30,54.43
20190615 11:50,14.82
20190615 12:10,23.29
20190615 12:30,32.22
20190615 12:50,36.02
20190615 13:30,23.5
20190615 13:50,12.97
20190615 14:10,22.89
20190615 14:30,30.87
20190615 14:50,11.18
20190615 15:10,14.57
20190615 15:30,19.7
20190615 15:50,14.67
20190615 16:10,16.98
20190615 16:31,11.85
20190615 16:51,16.95
20190615 17:10,29.0
20190615 17:30,14.84
20190615 17:50,15.77
20190615 18:30,22.2
20190615 18:50,20.43
20190615 19:10,16.44
20190615 19:30,17.97
20190615 19:50,14.59
20190615 20:10,7.95
20190615 20:30,10.56
20190615 21:10,6.34
20190615 21:30,8.93
20190615 21:50,9.72
20190615 22:10,13.92
20190615 22:30,33.24
20190615 22:50,24.06
20190615 23:10,33.66
20190616 00:10,15.46
20190616 01:31,0.39
20190616 01:50,1.33
20190616 04:31,2.37
20190616 05:50,2.91
20190616 06:11,4.78
20190616 06:31,4.62
20190616 06:50,1.74
20190616 07:10,5.97
20190616 07:30,3.54
20190616 07:50,10.83
20190616 08:10,8.94
20190616 08:30,6.09
20190616 08:50,10.56
20190616 09:10,7.23
20190616 09:30,11.82
20190616 09:50,8.88
20190616 10:10,11.19
20190616 10:30,20.2
